919	328	329	462	466	480
107	240	377	588	747	130
929	654	162	519	325	320
254	109	108	39	867	734
988	11	6	485	266	13
862	422	913	346	459	98
799	782	59	106	226	653
229	158	515	684	221	877
208	385	160	707	479	207
80	850	256	157	665	422
68	51	931	678	921	840
446	194	6	610	159	608
327	308	111	574	775	181
109	816	934	313	423	146
877	139	727	2	658	546
641	14	684	808	578	314
782	341	31	200	365	816
364	97	360	355	466	533
885	161	941	521	69	80
477	184	470	556	955	43
415	199	619	467	105	926
511	177	338	458	134	942
176	130	608	489	967	30
56	996	92	47	945	285
527	846	306	981	116	139
153	805	481	88	426	590
94	279	222	595	486	352
251	508	143	818	46	983
102	97	810	517	59	597
317	358	417	360	881	558
414	646	440	791	359	387
134	650	936	926	988	783
953	315	485	290	171	375
114	758	293	235	352	178
598	419	332	235	947	388
186	224	433	699	966	125
924	142	190	439	214	769
80	98	56	823	156	172
899	446	288	620	474	377
214	413	855	543	269	131
374	249	139	840	668	287
617	126	680	420	769	486
672	44	691	181	7	983
141	516	357	59	55	191
252	304	124	338	627	135
144	953	877	841	699	881
44	981	927	151	221	289
951	542	497	214	133	502
261	249	974	829	292	636
849	586	787	526	817	915
491	357	994	55	444	33
73	112	264	223	709	827
289	689	958	533	458	289
981	453	879	300	275	429
262	291	192	904	338	538
97	554	326	196	882	453
26	115	42	460	971	36
280	991	138	511	155	152
118	52	5	145	336	168
464	155	905	56	426	454
82	814	11	297	638	484
395	36	583	196	965	127
844	309	418	191	630	301
264	63	769	93	615	4
859	195	249	427	116	966
103	398	784	634	693	92
26	796	100	467	29	895
13	61	355	780	324	23
94	649	188	113	933	375
592	171	958	301	606	150
41	116	100	663	256	412
177	617	17	878	525	711
521	273	171	745	56	6
291	934	181	884	27	172
223	39	915	677	231	120
134	132	314	30	253	529
590	294	218	207	806	168
565	760	352	274	30	8
388	219	188	335	890	29
423	768	238	397	569	847
35	528	72	486	976	123
994	20	73	27	230	476
274	865	493	247	19	130
319	661	876	445	554	327
672	189	110	580	774	157
473	684	968	101	38	162
833	774	622	108	299	458
854	7	252	116	131	112
900	823	26	108	97	434
160	1	268	994	157	959
204	610	932	341	318	108
368	98	39	149	881	374
814	88	486	489	306	9
168	561	55	244	107	999
697	167	3	150	900	440
885	275	623	72	519	178
473	388	474	865	483	438
41	483	234	20	250	304
968	483	712	172	113	130
81	131	110	656	430	507
101	300	379	448	309	952
822	864	612	306	451	162
882	128	86	183	32	558
752	55	216	38	404	387
265	131	376	152	213	495
21	929	757	401	258	109
139	838	182	995	74	808
221	189	223	388	194	487
587	182	622	82	172	23
325	765	262	492	184	969
79	197	104	201	891	271
881	110	56	580	370	379
908	97	229	301	801	201
324	123	566	932	152	164
982	318	683	972	527	93
490	766	238	741	976	408
137	600	356	156	577	986
773	220	229	382	180	177
53	869	292	75	97	124
815	351	302	374	376	646
559	33	258	401	985	408
497	178	56	724	849	48
845	430	276	260	444	489
297	445	243	819	982	236
279	575	579	689	16	329
275	973	250	426	60	449
209	77	114	384	978	516
715	296	190	155	892	465
479	692	243	201	923	161
348	352	439	69	981	501
118	448	271	961	181	634
292	772	331	376	629	326
342	387	805	204	337	102
374	861	900	618	353	447
892	416	168	452	293	236
62	132	240	740	147	79
223	37	86	424	76	489
965	827	944	683	417	589
917	3	46	909	213	187
746	398	331	920	377	444
850	281	106	12	198	165
747	729	874	204	415	1000
53	527	752	379	548	374
19	458	786	64	361	609
49	102	796	835	727	651
653	163	283	415	990	25
6	72	854	91	322	63
650	750	946	766	286	82
869	838	101	169	115	369
100	781	881	232	18	331
739	227	157	177	578	383
118	474	915	526	111	289
194	187	360	457	463	94
114	926	176	318	442	211
767	941	96	456	492	980
610	262	56	407	702	917
134	472	883	183	797	126
88	957	258	476	152	252
467	149	12	297	816	328
135	45	176	670	40	569
720	88	973	138	154	654
22	442	736	281	21	971
545	81	439	267	138	37
208	551	90	535	985	486
430	409	216	959	23	141
451	168	703	72	307	314
449	148	662	177	945	303
135	922	717	254	187	295
498	266	263	536	205	762
326	810	279	419	389	376
33	539	481	808	169	112
671	342	867	221	190	166
86	377	908	146	512	399
97	592	55	320	21	420
336	426	218	307	890	240
274	283	634	302	502	340
362	674	170	256	336	448
377	351	587	989	570	688
56	253	925	68	465	179
34	493	19	707	106	155
378	277	180	131	988	817
963	719	468	182	276	263
281	223	870	156	420	75
358	835	516	670	482	525
170	84	369	964	21	676
721	109	947	211	119	71
370	995	718	577	356	239
194	168	842	758	456	241
744	521	834	943	994	292
533	251	608	357	946	196
137	657	392	306	395	836
51	81	277	453	990	325
26	559	540	414	677	154
232	559	96	973	97	100
281	11	758	227	385	113
418	826	232	28	646	79
820	220	153	436	928	215
254	791	936	93	21	271
424	131	829	192	130	445
416	27	839	105	284	554
307	242	604	213	31	281
412	371	983	755	226	389
155	563	57	747	153	995
16	403	462	898	163	421
119	6	3	475	150	525
385	293	476	392	942	40
341	43	863	32	93	586
422	270	154	86	265	834
593	161	268	825	54	293
543	730	310	868	645	874
213	220	45	856	14	301
519	593	757	798	524	689
164	235	796	189	491	434
56	726	534	780	550	596
727	91	895	378	391	17
566	891	533	898	325	778
580	80	576	293	149	950
343	569	897	735	950	611
168	413	486	520	291	996
800	314	500	312	700	355
448	28	30	808	739	89
245	798	450	155	68	260
269	463	238	810	51	403
605	292	306	80	466	510
903	838	564	295	261	227
362	226	806	414	540	292
245	535	438	60	71	127
421	548	378	926	468	237
134	93	771	922	633	202
7	479	640	233	185	75
194	243	669	25	655	2
804	118	480	164	305	304
105	725	38	366	634	45
49	290	721	100	837	221
179	459	91	79	995	461
943	330	402	250	240	287
166	574	383	205	660	960
301	18	558	275	84	187
54	352	787	115	105	944
391	329	424	413	638	830
188	235	607	990	211	266
104	126	286	110	925	456
631	645	191	107	44	963
803	929	405	751	827	520
348	649	922	461	202	192
290	129	259	337	481	789
695	143	98	457	267	226
433	992	310	355	235	698
742	520	110	994	82	83
168	227	132	68	629	897
212	356	308	244	502	975
143	9	359	58	742	857
627	960	49	764	846	129
127	800	695	97	226	859
698	178	267	51	313	382
491	239	214	237	200	627
902	454	43	432	489	131
654	233	373	336	369	376
46	289	788	221	753	68
567	815	847	816	416	79
205	367	293	314	908	595
275	984	148	689	291	280
213	613	77	286	971	452
973	505	350	315	447	594
371	515	487	23	55	873
177	322	475	327	656	252
644	517	393	969	348	381
563	648	299	426	662	846
354	99	286	175	998	266
234	460	509	796	24	483
466	96	406	220	75	900
67	284	179	359	980	306
292	25	806	5	154	484
282	782	216	318	705	88
259	292	317	468	269	631
226	454	830	15	211	251
276	239	230	2	232	386
217	228	202	947	998	569
75	311	987	457	99	93
69	141	62	186	326	642
509	63	475	582	729	808
91	776	57	943	618	156
279	224	979	114	297	569
275	827	78	124	283	434
480	755	989	84	974	160
501	450	395	237	262	872
36	213	248	629	277	810
930	439	98	611	204	347
209	61	172	29	767	730
38	321	777	26	172	931
305	343	252	983	378	613
194	684	283	442	926	256
8	564	366	792	931	804
474	487	569	500	347	795
43	416	232	45	229	26
183	789	956	506	447	769
342	934	300	256	852	299
927	541	28	289	438	302
175	101	847	479	45	149
110	902	521	398	454	248
87	347	985	23	553	233
585	886	175	609	152	42
437	65	106	635	880	180
348	569	140	919	237	601
742	2	52	226	894	305
5	89	206	530	717	966
318	315	168	289	646	37
241	345	425	382	936	511
485	312	220	180	699	972
615	340	237	238	868	234
537	754	388	125	925	421
740	229	77	56	214	652
493	985	251	516	483	372
63	423	513	21	741	235
873	8	689	700	349	568
126	242	349	956	184	592
419	914	563	511	672	95
339	834	253	100	227	916
207	457	314	249	634	831
782	238	105	271	8	600
14	952	248	316	366	343
415	406	722	145	146	420
207	488	837	221	405	269
99	159	645	237	406	967
679	257	156	8	339	303
318	445	112	724	10	727
98	851	493	79	196	726
182	221	885	242	721	90
94	177	313	841	101	362
104	304	456	52	748	433
393	333	274	882	436	584
316	462	417	397	783	290
321	73	454	660	666	676
460	447	862	714	262	139
914	68	194	346	356	197
76	210	20	798	262	747
5	774	499	275	44	285
296	326	10	968	922	41
280	355	591	149	180	128
18	463	771	85	232	486
633	339	167	365	594	472
413	787	328	488	373	844
44	858	362	824	677	444
471	161	84	222	882	171
48	249	487	115	941	130
634	956	503	980	228	489
234	229	810	801	171	269
305	13	206	118	564	162
994	324	410	256	957	362
341	641	24	54	853	78
533	770	445	561	851	858
466	217	780	826	546	196
225	279	499	215	144	619
499	321	264	818	225	269
266	419	103	133	732	345
522	344	842	367	206	164
446	26	141	38	573	696
85	326	421	555	111	861
232	415	900	58	55	262
702	142	238	489	103	108
768	791	939	268	969	189
737	254	255	140	520	173
300	613	356	962	731	245
703	236	106	632	229	163
99	219	203	980	943	296
991	799	396	285	252	380
5	748	564	681	641	138
488	169	549	47	986	434
254	188	952	251	494	777
159	172	899	462	196	660
58	380	592	453	819	853
855	130	199	586	12	37
231	183	170	191	931	906
485	336	584	978	339	216
509	340	710	349	910	310
172	599	28	920	539	256
260	52	296	998	352	633
114	353	959	228	368	452
927	48	911	95	238	210
204	122	917	842	162	137
959	182	167	652	159	412
206	172	522	524	958	372
89	611	678	165	279	954
375	392	526	725	356	315
40	261	109	907	309	257
646	54	398	428	91	128
79	966	560	320	981	759
56	397	113	309	317	813
420	967	652	238	209	438
231	794	147	902	79	83
165	673	221	393	124	795
155	690	474	165	606	361
353	194	180	39	746	426
279	711	264	367	65	71
81	365	73	183	99	366
969	420	232	921	188	323
867	537	700	168	492	567
462	216	874	67	168	336
178	166	946	465	343	785
269	251	898	173	785	47
785	598	226	162	10	146
134	904	347	326	95	772
193	837	932	659	949	20
530	408	844	964	399	367
426	52	35	313	931	798
932	173	648	208	108	394
772	451	445	421	276	336
203	508	677	280	991	58
152	189	869	685	25	96
885	788	816	136	907	967
801	524	959	471	915	867
181	97	927	176	572	198
155	51	649	149	182	200
955	89	393	220	372	917
597	83	798	427	75	173
931	785	191	15	415	4
90	249	743	137	199	482
444	509	524	973	66	175
210	451	948	273	690	312
40	950	253	80	428	620
846	938	765	844	711	644
277	664	7	162	981	75
137	931	706	564	30	55
441	640	153	458	212	125
571	946	790	525	520	498
132	723	559	275	266	472
422	837	953	919	502	440
440	45	291	296	297	855
188	632	305	918	866	133
570	46	30	146	690	401
987	584	352	106	215	481
156	257	73	240	224	513
970	963	97	540	709	185
647	21	843	328	119	260
212	953	997	172	236	138
555	45	925	558	388	67
511	12	275	184	983	272
855	344	505	628	307	443
554	392	991	299	218	15
239	406	66	274	885	485
146	872	354	319	130	562
67	200	170	441	706	852
897	158	497	220	84	211
197	34	290	94	785	829
462	866	234	685	278	711
286	393	926	114	66	175
93	672	966	718	232	81
651	472	188	450	837	333
862	55	285	74	90	592
874	642	140	293	167	326
373	115	710	220	14	24
940	754	203	553	897	954
246	385	147	378	924	419
349	780	78	488	458	124
327	377	723	914	323	416
99	108	954	380	587	111
211	131	232	846	239	785
749	275	147	413	325	458
792	965	151	529	258	201
118	514	191	553	956	289
615	907	558	310	722	437
69	439	825	345	46	421
353	808	282	986	322	109
85	281	269	465	135	656
2	537	617	147	435	369
198	211	368	135	782	64
890	183	150	742	46	485
994	173	181	464	120	635
144	848	245	506	397	133
869	778	727	569	884	878
498	998	371	651	221	348
400	643	324	267	164	165
720	414	189	158	39	98
401	5	987	219	440	137
316	290	265	881	431	455
633	521	962	473	467	483
253	198	272	717	291	239
802	92	902	934	543	25
461	820	565	686	625	130
152	140	931	169	643	605
248	482	818	977	318	275
174	444	73	1	11	673
30	190	195	22	634	596
159	145	849	129	630	410
111	172	104	261	918	409
904	356	82	129	66	400
489	511	81	871	76	26
612	941	177	131	229	23
32	758	926	1	253	111
378	762	313	245	606	188
64	637	377	112	995	179
136	238	1000	104	61	926
321	310	858	538	497	417
160	271	714	963	342	325
766	523	36	570	377	584
971	269	87	822	870	794
643	748	544	731	797	610
343	324	705	958	455	543
127	261	3	773	347	83
407	870	635	915	613	433
137	733	876	908	306	717
168	485	213	960	463	358
337	774	11	468	226	15
658	841	400	373	921	797
771	351	191	92	213	857
66	38	180	546	813	952
83	837	139	221	233	203
675	835	138	312	244	308
218	214	577	241	763	142
194	104	734	80	459	504
547	859	866	921	300	504
256	949	159	361	286	367
497	68	459	433	41	867
261	946	259	44	534	858
817	7	418	340	761	318
541	22	89	842	558	61
512	159	657	966	222	90
292	162	264	418	889	323
788	715	6	199	145	633
324	250	710	961	287	162
875	456	306	436	213	534
34	295	147	839	312	291
214	818	953	144	215	420
222	319	153	432	825	861
18	575	337	161	898	56
899	464	211	354	235	16
453	46	163	358	325	582
688	431	6	352	300	525
157	299	994	379	842	71
431	347	721	545	496	975
114	228	723	858	117	267
138	379	300	4	547	237
107	356	510	191	865	30
151	82	117	214	336	886
115	770	421	953	441	208
643	297	47	216	114	131
868	403	353	281	344	172
619	715	101	711	837	638
212	323	92	292	760	541
68	924	503	138	176	73
444	73	803	155	121	912
399	470	437	469	865	462
315	67	367	998	207	63
714	36	479	242	359	63
825	4	292	73	8	693
36	785	239	815	741	903
54	182	495	727	334	272
940	768	84	274	233	16
476	59	182	148	921	680
65	475	186	449	129	405
973	559	481	293	254	111
165	43	78	676	235	90
632	857	962	392	624	835
47	803	394	312	120	997
937	200	31	102	300	539
503	356	120	967	67	984
950	538	271	190	346	659
937	406	228	398	654	498
74	540	62	3	79	797
410	689	674	785	741	519
765	961	433	622	246	144
285	66	258	176	591	14
170	167	50	621	154	302
487	274	848	78	588	21
416	972	834	226	456	236
212	185	869	581	715	204
999	235	229	317	361	268
614	620	337	502	92	577
448	648	311	957	366	408
201	690	588	206	107	27
189	314	307	515	36	890
88	850	222	252	616	853
129	628	227	866	419	142
108	965	696	839	92	106
864	308	164	134	108	175
538	67	292	366	889	311
714	115	31	342	822	81
698	164	122	178	251	556
839	423	416	600	487	998
137	786	326	330	115	558
718	882	747	29	382	680
288	585	441	676	986	346
220	713	872	139	459	75
391	117	982	122	34	158
76	510	108	408	853	344
766	105	377	149	365	540
911	427	569	641	246	708
348	391	227	295	874	736
222	5	60	940	568	145
506	281	11	108	614	262
105	733	51	59	840	296
847	566	683	648	883	340
754	211	4	198	306	209
822	289	330	324	508	762
969	411	108	483	559	872
580	560	935	157	362	216
214	165	649	751	114	985
810	817	42	414	747	336
117	899	175	64	966	765
448	44	759	104	916	246
578	411	667	286	18	456
273	77	183	1000	706	246
352	314	163	164	739	616
824	401	538	47	150	419
888	141	19	95	78	695
269	763	150	156	182	582
340	526	878	262	195	5
974	160	279	414	228	660
281	130	41	883	303	918
615	230	493	234	152	700
532	22	3	394	208	414
214	487	98	229	28	922
388	341	220	395	216	691
177	274	958	398	738	239
467	798	164	73	140	299
179	937	164	424	12	825
841	724	839	688	203	535
53	860	185	283	323	15
453	824	924	703	52	153
129	686	527	739	184	773
204	623	115	903	161	595
128	577	250	466	876	558
945	153	178	149	508	148
341	895	175	299	100	464
884	186	608	646	323	191
384	471	26	595	17	923
242	128	523	895	117	134
884	486	210	193	646	909
935	246	245	178	222	538
155	182	538	342	896	221
168	687	190	14	40	697
472	562	963	466	179	308
573	430	283	165	853	86
131	242	52	734	140	817
327	243	231	129	198	684
351	955	233	639	889	95
758	404	280	797	224	230
532	518	322	573	293	922
103	541	528	962	416	220
88	959	258	919	375	49
796	86	809	545	191	245
543	59	555	864	69	336
665	715	970	617	111	61
134	184	38	190	865	957
931	376	89	856	10	21
525	947	345	703	856	227
862	496	284	141	142	494
187	301	127	268	543	794
60	694	908	172	304	907
414	151	771	578	167	86
506	169	31	81	682	406
156	395	105	297	595	212
497	409	433	234	205	665
401	119	754	787	296	614
568	102	111	354	332	751
352	936	325	622	973	566
772	611	303	261	377	269
415	639	173	940	216	5
371	395	353	542	300	714
511	238	183	741	875	250
982	775	791	87	901	386
538	186	872	150	226	201
405	263	18	360	2	845
459	967	565	413	101	174
600	531	562	331	384	995
328	9	248	788	578	735
953	526	688	640	975	449
224	296	71	351	805	254
273	899	941	276	218	181
312	213	653	822	157	430
81	427	282	459	413	899
447	76	910	585	109	166
697	271	501	576	707	788
136	47	132	584	306	155
61	190	734	33	4	103
174	220	69	149	49	261
545	392	684	162	183	231
711	865	110	82	117	230
523	877	585	978	414	622
343	248	16	220	935	615
40	980	292	817	189	9
360	386	279	689	968	312
73	479	337	738	61	268
315	190	188	350	663	102
300	729	677	294	837	43
404	635	329	853	311	534
785	296	29	315	950	230
58	136	710	338	874	784
287	217	606	986	177	294
933	232	115	486	363	253
99	386	828	78	314	23
946	388	532	159	418	952
19	482	236	365	835	105
443	579	857	51	274	32
558	760	905	139	902	841
181	867	506	117	161	768
876	132	774	507	147	270
796	346	465	906	525	685
244	846	253	604	894	632
722	75	149	136	985	570
94	653	453	374	272	139
202	46	56	445	886	288
789	216	646	440	515	725
218	670	338	886	492	201
728	621	339	211	374	220
210	5	54	520	483	794
202	483	97	361	450	858
119	384	516	869	456	224
347	989	335	126	45	579
509	293	505	875	34	119
141	22	835	176	22	260
996	863	2	636	479	180
510	119	982	292	70	479
496	718	64	1000	862	352
186	760	302	291	922	328
177	727	400	850	319	162
292	807	359	408	516	198
393	678	99	857	148	120
364	105	770	338	90	939
226	780	255	411	410	42
164	11	81	631	968	292
83	103	297	196	958	904
998	567	708	474	467	615
522	196	208	223	184	84
155	253	488	819	12	428
366	915	557	602	363	303
454	707	983	540	987	727
46	538	641	488	574	789
812	66	87	11	941	42
321	280	949	220	215	231
970	1	6	719	674	51
8	681	428	188	945	274
548	331	888	880	629	583
813	92	470	135	307	182
93	432	255	51	381	919
417	548	672	507	430	799
56	728	751	89	960	42
99	204	73	189	92	984
382	399	226	240	139	855
335	534	683	38	9	355
100	822	604	331	137	89
571	53	387	962	50	533
486	49	102	941	293	433
386	515	187	968	279	726
253	105	307	574	174	295
429	460	519	218	535	497
126	255	563	729	127	612
316	252	187	501	163	67
906	306	581	957	690	293
843	288	86	229	284	458
932	154	354	324	976	172
335	837	433	563	448	415
173	182	774	627	378	310
904	39	512	3	964	57
536	292	28	708	668	2
575	427	30	399	370	680
817	110	64	335	197	448
417	562	830	346	488	389
960	135	208	630	664	103
935	374	919	252	532	393
697	327	624	257	792	893
911	592	431	166	223	177
455	126	321	140	716	993
140	717	32	625	228	110
843	451	43	103	125	975
328	304	311	455	793	662
206	68	543	173	675	245
994	736	262	217	711	368
9	544	555	221	62	73
110	186	187	958	655	342
270	651	588	453	901	782
358	958	263	328	339	384
307	988	763	503	482	298
457	607	269	318	2	996
148	314	970	205	407	853
338	365	235	280	731	474
895	459	211	150	580	3
290	217	969	686	533	594
313	593	851	110	51	231
524	253	971	469	170	161
759	138	68	891	37	180
552	897	247	229	705	297
940	470	483	468	506	606
120	339	990	705	190	734
239	362	926	374	499	639
789	601	142	472	785	84
941	136	103	197	526	385
307	291	796	140	56	460
938	184	140	240	861	38
608	222	260	597	919	186
345	247	383	920	263	975
612	989	169	172	386	272
151	930	398	468	179	64
569	219	378	466	975	75
3	224	486	884	91	216
609	985	54	562	653	304
701	651	254	805	694	1
989	667	166	164	195	348
726	211	181	263	230	487
222	844	226	871	76	176
907	136	107	46	234	823
332	8	270	317	978	517
322	32	250	487	9	100
299	440	122	312	922	112
123	103	113	147	682	470
492	244	245	406	927	535
59	927	257	1000	516	595
798	47	756	402	406	560
964	298	609	236	520	149
220	385	460	586	974	479
961	778	68	213	452	6
503	76	88	977	147	698
237	147	681	688	950	630
64	212	177	97	922	675
374	271	417	257	718	921
402	249	234	471	104	690
306	246	118	338	374	826
388	837	56	612	131	174
58	214	147	372	104	498
975	251	641	243	148	480
804	438	417	707	586	440
382	630	365	413	636	937
851	686	590	835	631	862
85	716	448	740	613	224
288	213	780	279	524	357
248	795	54	751	88	98
415	724	367	608	847	565
747	462	721	913	966	396
868	854	203	228	355	123
985	139	315	349	333	428
177	498	737	272	98	420
295	75	307	572	226	213
418	377	881	580	550	722
1	925	337	248	542	140
99	250	243	333	294	770
77	998	980	42	222	333
217	162	172	918	817	359
657	388	404	945	229	389
106	331	250	74	576	202
664	98	222	880	319	219
349	329	165	539	911	562
114	930	507	621	280	980
242	881	210	701	216	320
373	727	57	311	420	85
583	723	94	16	232	36
557	168	211	493	843	266
877	454	705	121	186	139
734	873	215	276	473	165
889	998	571	55	41	214
623	163	346	781	629	562
289	774	946	557	851	10
898	572	978	64	17	66
500	831	894	1000	809	335
567	16	156	914	25	575
427	84	796	540	143	235
919	181	903	140	166	407
988	18	731	2	600	49
509	649	310	659	595	989
759	561	148	886	442	275
742	948	201	493	37	13
939	161	353	309	433	513
22	652	873	727	81	19
68	529	995	282	140	416
761	748	277	866	559	2
642	238	665	537	283	265
338	40	388	689	326	22
754	209	903	443	793	372
732	274	392	403	213	645
263	356	179	75	278	960
331	504	616	855	450	325
93	26	429	700	845	47
731	327	394	986	222	87
640	365	193	245	572	926
182	198	282	795	505	213
398	477	256	925	238	657
436	938	81	501	914	101
488	255	195	788	39	42
32	400	266	382	322	842
746	23	781	33	198	235
370	230	251	356	393	36
526	196	88	921	500	309
11	965	805	768	498	180
798	222	198	713	280	455
118	5	453	518	800	233
925	949	42	241	73	138
868	475	84	918	42	38
646	66	34	304	429	148
717	271	738	54	21	160
20	401	36	385	893	516
451	930	809	635	149	601
774	39	411	950	487	324
333	442	255	552	982	249
618	304	568	407	947	476
841	574	256	400	338	443
531	482	482	624	36	430
367	567	653	838	238	433
340	437	513	251	929	554
213	190	660	439	199	798
23	326	828	9	370	391
195	388	690	35	453	47
635	136	121	344	470	680
560	10	950	80	405	223
873	109	252	84	17	339
742	566	224	42	3	886
868	807	284	270	843	742
183	18	445	308	840	185
286	464	265	317	138	984
197	288	189	741	760	157
88	60	283	23	896	994
529	932	564	291	193	416
402	342	520	804	819	205
244	658	251	360	118	964
992	157	75	905	151	369
322	19	13	902	369	311
349	304	876	932	268	159
119	779	316	401	953	164
706	988	230	780	470	120
442	2	623	134	901	86
477	673	656	277	703	978
511	899	133	103	628	324
583	137	960	232	80	5
212	530	141	263	315	728
33	85	347	1000	181	718
300	357	711	288	913	101
672	455	392	566	995	598
391	902	327	631	449	382
839	931	549	568	779	905
509	946	500	491	163	90
929	351	222	241	770	340
336	421	123	351	216	883
334	178	96	836	169	187
172	142	490	783	198	886
457	75	211	177	83	764
545	761	5	7	598	75
2	577	69	309	836	447
921	204	14	755	985	624
23	916	935	168	61	339
34	669	318	965	235	210
39	56	293	803	50	315
477	541	463	472	997	225
161	359	68	122	413	79
254	232	579	86	938	585
119	11	328	995	324	882
994	526	255	401	40	314
290	642	401	509	999	590
108	195	522	641	90	190
998	265	403	43	541	143
401	532	275	187	872	172
479	264	854	173	163	669
591	939	621	413	335	391
73	661	112	45	209	886
98	810	526	25	109	946
479	452	538	970	334	529
529	506	72	994	760	35
125	31	173	438	469	403
849	227	561	47	45	838
870	433	494	284	343	178
764	683	11	660	444	744
22	381	379	184	861	296
214	455	513	580	203	570
255	28	241	64	579	728
829	288	438	281	91	89
589	613	791	667	10	976
945	561	784	324	284	768
708	141	633	158	954	236
528	115	98	208	643	812
182	420	6	950	11	815
59	389	736	986	130	867
790	239	829	120	207	322
107	387	952	184	555	418
44	533	156	418	892	223
663	73	832	244	214	337
220	369	53	846	329	28
957	178	4	441	299	286
184	526	256	434	532	941
972	272	553	231	75	231
666	170	363	65	107	265
126	442	94	129	58	613
943	764	374	203	304	352
998	16	286	308	545	50
400	599	20	74	570	975
497	871	333	608	451	297
289	269	667	938	291	410
804	468	242	905	653	974
355	272	589	6	67	200
761	530	960	669	983	793
577	225	6	535	141	995
929	655	489	355	177	187
269	756	30	54	248	550
619	83	145	714	131	159
887	737	622	317	343	719
131	27	383	875	283	695
543	653	474	588	550	965
140	386	761	283	156	444
83	604	152	756	211	980
635	39	293	990	186	130
